admin2Name,admin2Pcod,Year,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
Krong Pinang,TH9508,2012,,0.7668039002608805,0.6944739706445449,0.6794715505208418,,0.7456299623855375,0.7458172649043412,0.8666889695894151,,0.5840491136194954,0.5537435665431589,0.4842249013173161,,0.5473053843358988,0.6093673671471788,0.673291742013245,0.754182981575849,0.578205244784751
Mueang Trat,TH2301,2012,,,0.7385433093174554,0.6607368969076686,,0.7596361589469471,0.7485603193406019,0.6330478242023116,,,0.6187007384700575,0.5798700127846713,,0.604553680469953,0.5741026206209527,0.5425979097641753,0.7460865589630141,0.5906993605220981
Khlong Yai,TH2302,2012,,,0.6645152334368999,,,0.6793472869226326,0.6172250751719004,,,,0.5460495066433358,,,0.5340729554992486,0.5356125627652186,,0.6664496034780376,0.5382052984310469
Khao Saming,TH2303,2012,,,0.7657491623278813,0.6708370027189929,,0.7297958737574866,0.7378981936194674,0.6580760619713061,,,0.6087528873707425,0.5988004968896924,,0.5983604309341956,0.5595121191797773,0.5506657144797108,0.729338827758666,0.5815653156843751
Bo Rai,TH2304,2012,,,0.7394643171056335,0.6011113607529448,,0.7614445932505012,0.7647382550280072,0.7199629751668931,,,0.5977639551658371,0.6249863424205474,,0.5972077698843391,0.5796119893420599,0.5914338471884728,0.7528865365616286,0.5876248172672978
Laem Ngop,TH2305,2012,,,0.5387167681126573,0.6432523663677634,,0.7693771220434291,0.7834176478941818,0.6769777137153553,,,0.569366021528503,0.5717021573499306,,0.6217236122194039,0.5947986478199231,0.4901502194269648,0.7468834715464931,0.5969763207871511
Ko Kut,TH2306,2012,,,0.8458873885683715,0.6045783050358295,,0.7423483315314955,0.7419331789016723,,,,0.6527665768129131,0.5346916851898035,,0.621668541249428,0.6193275779485703,,0.7752385331716921,0.6286558579387409
Ko Chang,TH2307,2012,,,,0.6456233294386613,,0.7664534281110198,0.7921211309171654,,,,,0.6439302438183835,,0.6227135787087904,0.6193199936327085,,0.777384775165979,0.6209653665141444
Mueang Phrae,TH5401,2012,0.45876026399408154,0.49840464169018334,0.4393532098525444,,0.6780219165702792,0.71303700126425,0.5631205888401946,0.41806879736463526,0.26056655870601925,0.46883949041616485,0.5080797193292165,,0.5869912347765902,0.5819746026593436,0.45338445004796374,0.24751374409611704,0.5558133686569872,0.43485156002887565
Rong Kwang,TH5402,2012,0.5051288732643066,0.5074510797053307,0.5559202736955119,,0.654372596688996,0.6602089134065577,0.5629316644808803,0.493376482264165,0.28503794676422783,0.42207735049630074,0.486814622735651,,0.5304279854159735,0.4848704010766237,0.3912558393756069,0.254959793982368,0.565395626898844,0.3903652917830367
Long,TH5403,2012,0.3988186450285006,0.5409943713117877,0.5794455888590344,0.6468217082167669,0.689747187559254,0.7488208642672088,0.6431560348473088,0.5719429415478836,0.14492621736613875,0.49639613211593214,0.5363080873786206,0.5977421994484944,0.5733924028266949,0.5841704499491863,0.47417589570266655,0.3244792571944199,0.6015759998601832,0.42670827037552206
Sung Men,TH5404,2012,0.3795122401482926,0.36118671601843355,,0.5711584952357504,0.7020922395864092,0.6866690529229864,0.46356559649297563,0.41384889667406577,0.1623718907983991,0.45631846912324137,,0.5498560291734709,0.6220799181515988,0.5713435272506407,0.4136537828008963,0.252620338941552,0.519701481174815,0.4265778537637142
Den Chai,TH5405,2012,0.44020098727863244,0.3307890993923846,0.6725679729562438,0.6138481320823735,0.6840289638060922,0.6718631284934691,0.5484823557670737,0.46497920948143556,0.2782570142066957,0.4600558317015645,0.5429083799273071,0.5645511341219254,0.6006104357845059,0.5449066036904316,0.43166001617356736,0.3218240325363194,0.5516458710873231,0.4500951464582626
Song,TH5406,2012,0.4630922624668665,0.5049139369976202,0.5219033591432222,,0.6135405460879312,0.6460049010509012,0.583754190343148,0.4874494907368247,0.26143162517943797,0.43690520237070174,0.44897382976079103,,0.533627494169763,0.48991768914866274,0.4211495800226553,0.2959098856132359,0.5523502725518004,0.3969566430592809
Wang Chin,TH5407,2012,0.3851048784107426,0.3908446777844963,0.5961281628657463,0.6204918564019664,0.7015964720964664,0.7340205425220495,0.6615206046303201,0.5738795071554069,0.14765910460058468,0.498501392928662,0.5607780826826136,0.5811366356188539,0.5980964962479299,0.5768436385529973,0.4924812976158034,0.33491109199295327,0.5967534900770608,0.42978818987173106
Nong Muang Khai,TH5408,2012,0.4502948534674959,0.4338478056370493,0.41798654808383406,,0.647771950724768,0.631721194627541,0.5147872604699201,0.45572293011128895,0.27293542815367894,0.4171119216909567,0.44574113299720886,,0.5755033679327176,0.5170810980050301,0.39718690086145897,0.3039169144449706,0.522375460264663,0.41623026546646597
Mueang Nan,TH5501,2012,0.6036578398333043,0.5016876853007021,0.5136222161044282,,0.6063477147616961,0.7173219138201251,0.6096341242279855,0.4982865589325641,0.46028867593749057,0.44613457782803007,0.47017411624947036,,0.5382242291283793,0.5298285264940533,0.4628491600125991,0.26865964592367086,0.5856214071196929,0.4380430186276745
Mae Charim,TH5502,2012,0.6084237370145387,0.515915734673285,0.48127233735279595,,0.7297030518986387,0.7617549626215623,0.6606492527718232,0.5586227698918047,0.39195892244787117,0.4563124218141469,0.501901724553993,,0.6067948206553418,0.6051412139803011,0.5430651527994196,0.3381172452705891,0.6377473670725371,0.46610541221697077
Ban Luang,TH5503,2012,0.5715762313720022,0.5495204202889131,0.5386115571789777,,0.6122174035550695,0.7193611798995787,0.6790877283201794,0.5168522559079565,0.41703275788149224,0.43400753139669696,0.4672182874487979,,0.570006564932369,0.5573853219500493,0.5251760296948356,0.2707103730055844,0.5952981508477048,0.43013937911838657
Na Noi,TH5504,2012,0.4738161655626018,0.5356273300300343,0.4471226713102537,,0.679453137004684,0.6840612529809165,0.5683601328827307,0.5284096356570225,0.24729779261207885,0.42209417382435904,0.33331962484447014,,0.566596260878491,0.49398242512169344,0.40734375824208086,0.27418687347513604,0.5636712080397112,0.3733541962961965
Pua,TH5505,2012,0.5977813591822115,0.5063517266598049,0.41159287315797266,,0.659743663489103,0.6304049628634971,0.557508562113983,0.5461651560110722,0.4529976028780382,0.4498515532136349,0.5167640575579473,,0.5551601973710732,0.47749306071979775,0.39116243764972475,0.3397756122039241,0.5887367019698633,0.4411551638339229
Tha Wang Pha,TH5506,2012,0.5546195917556477,0.4886350425251109,0.47086396034646766,,0.648496137764919,0.6417817924290067,0.5833892879830371,0.5391007017285071,0.38563193177158217,0.4617546506761482,0.5099173310739906,,0.5423215580301416,0.4657956467311873,0.4115904125814584,0.3192091354844756,0.5812021820560849,0.42496292531434043
Wiang Sa,TH5507,2012,0.5520162505079939,0.5362228015002738,0.5241961932471966,,0.6381558486668115,0.6814739631288742,0.5949835851990816,0.49866516490547996,0.3829464136650937,0.4153455432396459,0.42055786217323393,,0.5184551627908778,0.47459599546112785,0.44302560837167654,0.2513245108243085,0.5753386777292753,0.39995096431195026
Thung Chang,TH5508,2012,0.5829801828941605,0.520734675092409,0.592572198433672,,0.7211100215908454,0.7405181761740818,0.6033853125658437,0.6128344487753481,0.3944920209674645,0.32956705308028184,0.5126437181357872,,0.5721579962030107,0.5879922097504484,0.4110316681495373,0.39483427016049644,0.6360827655825374,0.4569326985581933
Chiang Klang,TH5509,2012,0.6115911838285824,0.48314476237682236,0.4555075469498451,,0.6650035143357891,0.609899684979639,0.5367458547558525,0.5705051110906318,0.44902336193699455,0.3767506132640188,0.5106674017241368,,0.5414513708676661,0.44050186444012807,0.35200770246740815,0.3434921632838803,0.5847851972989241,0.4210711551783365
Na Muen,TH5510,2012,0.4889406779551487,0.44321561341131865,0.43878244207455563,,0.6455766898120193,0.722609495979402,0.5956802217825362,0.48243064538923147,0.264596618579745,0.41062738907640917,0.505954018005958,,0.567336325750587,0.560825041694467,0.4514555592794567,0.20039956824104482,0.5540946675865822,0.36112659653542917
Santi Suk,TH5511,2012,0.5423815640551285,0.5510564277126337,0.4277759922875298,,0.709170898822493,0.7310634085911637,0.598114760563933,0.529420397398193,0.3638151594020586,0.46127884303022615,0.46434784266683793,,0.5883670172531125,0.5786889154379556,0.45551557447304875,0.31812639401734555,0.6042583372496274,0.450203366007202
Bo Kluea,TH5512,2012,0.5988632037373751,0.5672585309206785,0.5908881905941648,,0.7241242480005755,0.7060523877361087,0.6823752126996552,0.6720934181045194,0.45825077390263413,0.5615555328744036,0.6086682296912493,,0.5898741239537516,0.5345788642226051,0.5174689147037601,0.4584594896117537,0.6898280289335329,0.5152058482803604
Song Khwae,TH5513,2012,0.516873781286068,0.5591053867273477,0.43277748134281513,,0.6680343223622254,0.7271948894483736,0.6775321549497811,0.6605388207892495,0.28370322738865306,0.35891992370106546,0.3520495510128228,,0.5217305597389134,0.5440315092173579,0.47602029312768973,0.44060535885756064,0.6379395086674341,0.44271688547885346
Phu Phiang,TH5514,2012,0.6280044722365713,0.5401459012010373,0.48504047511645887,,0.6602906058813846,0.729185683759682,0.6349297668044273,0.4929667867790479,0.49613205840054647,0.4848545202331259,0.5148843802659359,,0.5562396246694065,0.5529866863540346,0.4802507961641548,0.26360290939173064,0.603738129913289,0.4690154082998887
Chaloem Phra Kiat,TH5515,2012,0.48558561325701277,0.5781948159435703,0.5345733797233595,,0.6386615708564762,0.6792581216574743,0.6293945040095784,0.6108219028027452,0.23462760628415416,0.4174166620923267,0.4575788296595663,,0.48614505005276143,0.514562145409545,0.4201321969480404,0.36201387489514636,0.6185117898351777,0.4152718593686031
Mueang Phangnga,TH8201,2012,,,0.7640383187382018,0.7670815799910019,,0.5738880824490893,,,,,0.673315918350285,0.6059083391436196,,0.5154494881739883,,,0.7311424089173197,0.5982911501733174
Ko Yao,TH8202,2012,,,0.6625463896953753,0.604244480440288,,0.7118968151003943,,,,,0.6250597926338574,0.5337440538594189,,0.6128320136146808,,,0.6652910129700501,0.5886258240247572
Kapong,TH8203,2012,,,0.7678573799261322,0.7826273453525863,,0.7087416712840399,,,,,0.6379874710583479,0.6263772310631576,,0.5725686760412322,,,0.7378734301999202,0.5950516235488725
Takua Thung,TH8204,2012,,,0.7598497793333885,0.7029112829731662,,0.6689999423921108,,,,,0.5865937395468855,0.5665361987231565,,0.5609410803232874,,,0.7450124130117173,0.5831014179481593
Takua Pa,TH8205,2012,,,0.7137920795374367,0.7022863016253649,,0.6134474838798338,,,,,0.5735038628654022,0.5690931531476434,,0.5425686357236716,,,0.6943102689001825,0.5677620298082026
Khura Buri,TH8206,2012,,,0.7418180088783777,0.76909378551778,,0.5829896262406359,,,,,0.6449898859002599,0.6240568664609928,,0.5225668245647921,,,0.6343732250540499,0.5563862863185727
Thap Put,TH8207,2012,,,0.7543682378837141,0.7515287719392643,,0.6296211948721849,,,,,0.6386855262313664,0.6262362802693517,,0.5612496881123467,,,0.6910238014802189,0.5961114949814584
Thai Mueang,TH8208,2012,,,0.764594559370214,0.7326092639729229,,0.6886864675769923,,,,,0.5827570866087195,0.5664466443187077,,0.54487407103852,,,0.7285573529439133,0.5641120347561214
Mueang Ranong,TH8501,2012,,,0.6287954970813255,0.6282857614365197,0.6488004757601923,0.5529135911295059,,,,,0.5757842775490329,0.5994485491499207,0.5677270800393239,0.5157798077259456,,,0.6213222068083429,0.5759590010046441
La-Un,TH8502,2012,,,0.8236360395418816,0.7729165704533605,0.7870196192822558,0.693721612294515,,,,,0.6621356523885834,0.6986722324547594,0.6533040072478301,0.623522912754732,,,0.7944431408755052,0.6674367501424843
Kapoe,TH8503,2012,,,0.7392596225460667,0.6756334021343383,0.6853534004517964,0.846033975481987,,,,,0.6186691708775864,0.5720262255224664,0.6959102877548763,0.7949524968862534,,,0.7254961290217321,0.6115378992005971
Kra Buri,TH8504,2012,,,0.797801313852976,0.7450547251790282,0.7547768009275209,0.7624605103980663,,0.8036519179218694,,,0.6558974883571862,0.6212213530325361,0.655038605690087,0.6840543968732967,,0.6328498517212114,0.7650369105569514,0.6413028066238226
Suk Samran,TH8505,2012,,,0.7517138653567859,0.624768769556459,,0.5556724302841155,,,,,0.6106777762927648,0.5194491095826658,,0.5150854596199251,,,0.7013396697794949,0.5749811263327246
Mueang Chumphon,TH8601,2012,,,0.7126515213731394,0.677047492595728,0.7075184466212513,0.6052138391199952,,,,,0.60484755629494,0.5558632916787136,0.6048680952763126,0.6129477485967086,,,0.6915702360920267,0.5838901179373283
Tha Sae,TH8602,2012,0.8334027932927305,,0.7947205648332561,0.7732895891260658,0.7838446039495562,0.7077351701734309,0.7119886800481718,0.8266140321639599,0.652623550932015,,0.6567338173650303,0.6333289985882341,0.6637997305877803,0.6564952010915045,0.5877866361871382,0.6522357599730682,0.7717310297241491,0.636003765410569
Pathio,TH8603,2012,0.8360517172710363,,0.7699386959753616,0.7696207889343479,0.7880393356734725,0.6926646108830977,0.6936343272303299,0.7972014086457995,0.6485013419534321,,0.6332803393060279,0.6119044142165396,0.6326243400366769,0.625168397149781,0.5559103330834737,0.6038914431208601,0.7811735064795621,0.6176550392714306
Lang Suan,TH8604,2012,,,0.776579645735857,0.7408100993802955,0.7280888860398527,0.6926595371056183,,,,,0.6301937495877433,0.6142195414550272,0.6141500284232017,0.5954637216676756,,,0.7434153781779755,0.6148589384279834
Lamae,TH8605,2012,,,0.800302293400807,0.7748696738604682,0.6626775012162117,0.7767275642788952,,,,,0.6495211865071531,0.6267116346903276,0.5702486616783076,0.651354394155762,,,0.7780819491906474,0.6335024634734959
Phato,TH8606,2012,,,0.8245566881155352,0.7567859094045805,0.6934621514014478,0.7863701852748585,,,,,0.6867113048435998,0.6604022169171759,0.6605400268761616,0.6800035489262382,,,0.7972464703882663,0.6791697550666852
Sawi,TH8607,2012,,,0.7878126095898249,0.747889667181537,0.7376266805249783,0.6643303202317271,,,,,0.6466935012918528,0.6059416871130462,0.6729087193807213,0.5790416877267279,,,0.7454711513593778,0.6122284595374589
Thung Tako,TH8608,2012,,,0.7607030296155443,0.7457861629538756,0.6588771347638315,0.6213946291225624,,,,,0.6265814558301328,0.6011839116221236,0.574261412048666,0.591836335627248,,,0.7362486662320568,0.6041197778960973
Mueang Songkhla,TH9001,2012,,,,,,0.6970149871957502,0.6998242816048746,,,,,,,0.5396738087899713,0.5726054124653807,,0.6979928588036841,0.559850225227746
Sathing Phra,TH9002,2012,,,,,,0.4462749611817746,0.47787336241225487,,,,,,,0.2938508305460594,0.5723955612965944,,0.4495384019649066,0.37353707379493667
Chana,TH9003,2012,,,,,,0.6382358330787267,0.6502264193288562,,,,,,,0.4580980944476203,0.5155881874401445,,0.6447561082119357,0.49684933319705515
Na Thawi,TH9004,2012,,,,,,0.7443755141617233,0.7314963539286166,,,,,,,0.5542099563415803,0.5618991248339484,,0.7375660136944316,0.5601223221800568
Thepha,TH9005,2012,,,,,,0.6889049914032339,0.7029508561028678,,,,,,,0.4788319893115256,0.5309562267158546,,0.6972942076129707,0.5057170549347191
Saba Yoi,TH9006,2012,,,,,,0.7895944546975593,0.7699788024638726,,,,,,,0.6045674528161006,0.6113591653323506,,0.7732385896805588,0.6084033471905373
Ranot,TH9007,2012,,,,,,0.4717862843337205,0.38606906952685793,,,,,,,0.37727250000784907,0.5245718844167515,,0.42935875397128365,0.43810384734490787
Krasae Sin,TH9008,2012,,,,,,0.5294423760439315,0.44084527331545864,,,,,,,0.412955089046126,0.5493058558554395,,0.49306320071261106,0.4610431818459197
Rattaphum,TH9009,2012,,,,,,0.7160425016319873,0.7262151744144817,,,,,,,0.5616275164067597,0.5905557347494089,,0.7202509867865935,0.5762842610186242
Sadao,TH9010,2012,,,,,,0.8028397700488735,0.7904191180110979,,,,,,,0.6072016059812119,0.5988190430504774,,0.7949588134071799,0.6020962756325293
Hat Yai,TH9011,2012,,,,,,0.6898933355704573,0.7049194938138232,,,,,,,0.5374303783991891,0.5631774950740254,,0.6999635221797026,0.5540575536118809
Na Mom,TH9012,2012,,,,,,0.7847183144045488,0.7703337862140758,,,,,,,0.613591697688517,0.5976523530822135,,0.7723209885302608,0.6010219265561246
Khuan Niang,TH9013,2012,,,,,,0.6505333977588911,0.6536530048455547,,,,,,,0.49822693055362177,0.5601923508630167,,0.6525807228969442,0.536148752763665
Bang Klam,TH9014,2012,,,,,,0.677910479691823,0.6741771417523551,,,,,,,0.48251085777815733,0.5150000424690545,,0.6815495198365622,0.5048395318469074
Singhanakhon,TH9015,2012,,,,,,0.4064802688795744,0.4458316513887532,,,,,,,0.32646649201792394,0.5399457324517197,,0.4207301158556964,0.3963725976784172
Khlong Hoi Khong,TH9016,2012,,,,,,0.7395144433028426,0.7448527554662134,,,,,,,0.5677200154299946,0.5895196380390563,,0.7422368752448196,0.5781549249958566
Mueang Rayong,TH2101,2012,0.6078081957573659,0.5951942035558688,,0.6975773320996714,,0.7006412456895181,0.7145105300497594,0.7157261649053069,0.44430019391610936,0.4842297147544648,,0.5560051936635031,,0.5889869595160293,0.5447603127458892,0.5222582479611858,0.7030668849358949,0.5423693038853648
